Date,Closing price   XAU/USD (Troy Ounce=31.1035 grams),Change Price,Change %,Indian Rs (85.53),UAE Dirham AED ( 3.67), Sri Lankan Rupee LKR (295.40),South African Rand R(19.10),Singapore Dollar sD  (1.34),Pakistani Rupee R(279.66),Japanese Yen (145.53),Chinese Yuan (7.72), Canadian Dollar (1.42), Australian Dollar AUD(1.64),Malaysian Ringgit RM (4.44),Russion ruble R(84.44)
"Mar 2, 2023","1,833.50",-4.20,-0.228546553,156819.255,6728.945,541615.9,35019.85,2456.89,512756.61,266829.255,14154.62,2603.57,3006.94,8140.74,154820.74
"Mar 1, 2023","1,837.70",8.80,0.481163541,157178.481,6744.359,542856.58,35100.07,2462.518,513931.182,267440.481,14187.044,2609.534,3013.828,8159.388,155175.388
"Feb 28, 2023","1,828.90",11.90,0.654925702,156425.817,6712.063,540257.06,34931.99,2450.726,511470.174,266159.817,14119.108,2597.038,2999.396,8120.316,154432.316
"Feb 27, 2023","1,817.00",8.20,0.45333923,155408.01,6668.39,536741.8,34704.7,2434.78,508142.22,264428.01,14027.24,2580.14,2979.88,8067.48,153427.48
"Feb 24, 2023","1,808.80",-9.20,-0.506050605,154706.664,6638.296,534319.52,34548.08,2423.792,505849.008,263234.664,13963.936,2568.496,2966.432,8031.072,152735.072
"Feb 23, 2023","1,818.00",-14.00,-0.76419214,155493.54,6672.06,537037.2,34723.8,2436.12,508421.88,264573.54,14034.96,2581.56,2981.52,8071.92,153511.92
"Feb 22, 2023","1,832.00",-1.00,-0.054555374,156690.96,6723.44,541172.8,34991.2,2454.88,512337.12,266610.96,14143.04,2601.44,3004.48,8134.08,154694.08
"Feb 21, 2023","1,833.00",-7.40,-0.402086503,156776.49,6727.11,541468.2,35010.3,2456.22,512616.78,266756.49,14150.76,2602.86,3006.12,8138.52,154778.52
"Feb 17, 2023","1,840.40",-1.60,-0.086862106,157409.412,6754.268,543654.16,35151.64,2466.136,514686.264,267833.412,14207.888,2613.368,3018.256,8171.376,155403.376
"Feb 16, 2023","1,842.00",7.80,0.425253517,157546.26,6760.14,544126.8,35182.2,2468.28,515133.72,268066.26,14220.24,2615.64,3020.88,8178.48,155538.48
"Feb 15, 2023","1,834.20",-19.80,-1.067961165,156879.126,6731.514,541822.68,35033.22,2457.828,512952.372,266931.126,14160.024,2604.564,3008.088,8143.848,154879.848
"Feb 14, 2023","1,854.00",2.10,0.113397052,158572.62,6804.18,547671.6,35411.4,2484.36,518489.64,269812.62,14312.88,2632.68,3040.56,8231.76,156551.76
"Feb 13, 2023","1,851.90",-10.90,-0.585140648,158393.007,6796.473,547051.26,35371.29,2481.546,517902.354,269507.007,14296.668,2629.698,3037.116,8222.436,156374.436
"Feb 10, 2023","1,862.80",-3.40,-0.182188404,159325.284,6836.476,550271.12,35579.48,2496.152,520950.648,271093.284,14380.816,2645.176,3054.992,8270.832,157294.832
"Feb 9, 2023","1,866.20",-11.20,-0.596569724,159616.086,6848.954,551275.48,35644.42,2500.708,521901.492,271588.086,14407.064,2650.004,3060.568,8285.928,157581.928
"Feb 8, 2023","1,877.40",5.70,0.304535983,160574.022,6890.058,554583.96,35858.34,2515.716,525033.684,273218.022,14493.528,2665.908,3078.936,8335.656,158527.656
"Feb 7, 2023","1,871.70",5.50,0.294716536,160086.501,6869.139,552900.18,35749.47,2508.078,523439.622,272388.501,14449.524,2657.814,3069.588,8310.348,158046.348
"Feb 6, 2023","1,866.20",3.30,0.177143164,159616.086,6848.954,551275.48,35644.42,2500.708,521901.492,271588.086,14407.064,2650.004,3060.568,8285.928,157581.928
"Feb 3, 2023","1,862.90",-53.40,-2.786620049,159333.837,6836.843,550300.66,35581.39,2496.286,520978.614,271107.837,14381.588,2645.318,3055.156,8271.276,157303.276
"Feb 2, 2023","1,916.30",-11.50,-0.59653491,163901.139,7032.821,566075.02,36601.33,2567.842,535912.458,278879.139,14793.836,2721.146,3142.732,8508.372,161812.372
"Feb 1, 2023","1,927.80",-1.70,-0.088105727,164884.734,7075.026,569472.12,36820.98,2583.252,539128.548,280552.734,14882.616,2737.476,3161.592,8559.432,162783.432
"Jan 31, 2023","1,929.50",6.60,0.343231577,165030.135,7081.265,569974.3,36853.45,2585.53,539603.97,280800.135,14895.74,2739.89,3164.38,8566.98,162926.98
"Jan 30, 2023","1,922.90",-5.70,-0.295551177,164465.637,7057.043,568024.66,36727.39,2576.686,537758.214,279839.637,14844.788,2730.518,3153.556,8537.676,162369.676
"Jan 27, 2023","1,928.60",-0.50,-0.025918822,164953.158,7077.962,569708.44,36836.26,2584.324,539352.276,280669.158,14888.792,2738.612,3162.904,8562.984,162850.984
"Jan 26, 2023","1,929.10",-12.10,-0.623325778,164995.923,7079.797,569856.14,36845.81,2584.994,539492.106,280741.923,14892.652,2739.322,3163.724,8565.204,162893.204
"Jan 25, 2023","1,941.20",7.30,0.377475568,166030.836,7124.204,573430.48,37076.92,2601.208,542875.992,282502.836,14986.064,2756.504,3183.568,8618.928,163914.928
"Jan 24, 2023","1,933.90",6.80,0.352861813,165406.467,7097.413,571274.06,36937.49,2591.426,540834.474,281440.467,14929.708,2746.138,3171.596,8586.516,163298.516
"Jan 23, 2023","1,927.10",0.70,0.036337209,164824.863,7072.457,569265.34,36807.61,2582.314,538932.786,280450.863,14877.212,2736.482,3160.444,8556.324,162724.324
"Jan 20, 2023","1,926.40",4.30,0.223713647,164764.992,7069.888,569058.56,36794.24,2581.376,538737.024,280348.992,14871.808,2735.488,3159.296,8553.216,162665.216
"Jan 19, 2023","1,922.10",17.70,0.929426591,164397.213,7054.107,567788.34,36712.11,2575.614,537534.486,279723.213,14838.612,2729.382,3152.244,8534.124,162302.124
"Jan 18, 2023","1,904.40",-2.80,-0.146812081,162883.332,6989.148,562559.76,36374.04,2551.896,532584.504,277147.332,14701.968,2704.248,3123.216,8455.536,160807.536
"Jan 17, 2023","1,907.20",-11.20,-0.58381985,163122.816,6999.424,563386.88,36427.52,2555.648,533367.552,277554.816,14723.584,2708.224,3127.808,8467.968,161043.968
"Jan 13, 2023","1,918.40",22.90,1.208124505,164080.752,7040.528,566695.36,36641.44,2570.656,536499.744,279184.752,14810.048,2724.128,3146.176,8517.696,161989.696
"Jan 12, 2023","1,895.50",20.90,1.114904513,162122.115,6956.485,559930.7,36204.05,2539.97,530095.53,275852.115,14633.26,2691.61,3108.62,8416.02,160056.02
"Jan 11, 2023","1,874.60",3.00,0.16029066,160334.538,6879.782,553756.84,35804.86,2511.964,524250.636,272810.538,14471.912,2661.932,3074.344,8323.224,158291.224
"Jan 10, 2023","1,871.60",-1.10,-0.058738719,160077.948,6868.772,552870.64,35747.56,2507.944,523411.656,272373.948,14448.752,2657.672,3069.424,8309.904,158037.904
"Jan 9, 2023","1,872.70",8.50,0.455959661,160172.031,6872.809,553195.58,35768.57,2509.418,523719.282,272534.031,14457.244,2659.234,3071.228,8314.788,158130.788
"Jan 6, 2023","1,864.20",29.40,1.60235448,159445.026,6841.614,550684.68,35606.22,2498.028,521342.172,271297.026,14391.624,2647.164,3057.288,8277.048,157413.048
"Jan 5, 2023","1,834.80",-18.00,-0.971502591,156930.444,6733.716,541999.92,35044.68,2458.632,513120.168,267018.444,14164.656,2605.416,3009.072,8146.512,154930.512
"Jan 4, 2023","1,852.80",13.10,0.712072621,158469.984,6799.776,547317.12,35388.48,2482.752,518154.048,269637.984,14303.616,2630.976,3038.592,8226.432,156450.432
"Jan 3, 2023","1,839.70",20.00,1.099082266,157349.541,6751.699,543447.38,35138.27,2465.198,514490.502,267731.541,14202.484,2612.374,3017.108,8168.268,155344.268
"Dec 30, 2022","1,819.70",0.20,0.010992031,155638.941,6678.299,537539.38,34756.27,2438.398,508897.302,264820.941,14048.084,2583.974,2984.308,8079.468,153655.468
"Dec 29, 2022","1,819.50",11.60,0.641628409,155621.835,6677.565,537480.3,34752.45,2438.13,508841.37,264791.835,14046.54,2583.69,2983.98,8078.58,153638.58
"Dec 28, 2022","1,807.90",-6.90,-0.380207185,154629.687,6634.993,534053.66,34530.89,2422.586,505597.314,263103.687,13956.988,2567.218,2964.956,8027.076,152659.076
"Dec 27, 2022","1,814.80",18.90,1.052397127,155219.844,6660.316,536091.92,34662.68,2431.832,507526.968,264107.844,14010.256,2577.016,2976.272,8057.712,153241.712
"Dec 23, 2022","1,795.90",8.90,0.49804141,153603.327,6590.953,530508.86,34301.69,2406.506,502241.394,261357.327,13864.348,2550.178,2945.276,7973.796,151645.796
"Dec 22, 2022","1,787.00",-28.90,-1.591497329,152842.11,6558.29,527879.8,34131.7,2394.58,499752.42,260062.11,13795.64,2537.54,2930.68,7934.28,150894.28
"Dec 21, 2022","1,815.90",0.00,0,155313.927,6664.353,536416.86,34683.69,2433.306,507834.594,264267.927,14018.748,2578.578,2978.076,8062.596,153334.596
"Dec 20, 2022","1,815.90",28.20,1.57744588,155313.927,6664.353,536416.86,34683.69,2433.306,507834.594,264267.927,14018.748,2578.578,2978.076,8062.596,153334.596
"Dec 19, 2022","1,787.70",-2.30,-0.12849162,152901.981,6560.859,528086.58,34145.07,2395.518,499948.182,260163.981,13801.044,2538.534,2931.828,7937.388,150953.388
"Dec 16, 2022","1,790.00",12.80,0.720234076,153098.7,6569.3,528766,34189,2398.6,500591.4,260498.7,13818.8,2541.8,2935.6,7947.6,151147.6
"Dec 15, 2022","1,777.20",-30.30,-1.676348548,152003.916,6522.324,524984.88,33944.52,2381.448,497011.752,258635.916,13719.984,2523.624,2914.608,7890.768,150066.768
"Dec 14, 2022","1,807.50",-6.40,-0.352830917,154595.475,6633.525,533935.5,34523.25,2422.05,505485.45,263045.475,13953.9,2566.65,2964.3,8025.3,152625.3
"Dec 13, 2022","1,813.90",33.40,1.875877562,155142.867,6657.013,535826.06,34645.49,2430.626,507275.274,263976.867,14003.308,2575.738,2974.796,8053.716,153165.716
"Dec 12, 2022","1,780.50",-17.60,-0.978810967,152286.165,6534.435,525959.7,34007.55,2385.87,497934.63,259116.165,13745.46,2528.31,2920.02,7905.42,150345.42
"Dec 9, 2022","1,798.10",9.40,0.525521328,153791.493,6599.027,531158.74,34343.71,2409.454,502856.646,261677.493,13881.332,2553.302,2948.884,7983.564,151831.564
"Dec 8, 2022","1,788.70",3.20,0.179221507,152987.511,6564.529,528381.98,34164.17,2396.858,500227.842,260309.511,13808.764,2539.954,2933.468,7941.828,151037.828
"Dec 7, 2022","1,785.50",16.20,0.915616345,152713.815,6552.785,527436.7,34103.05,2392.57,499332.93,259843.815,13784.06,2535.41,2928.22,7927.62,150767.62
"Dec 6, 2022","1,769.30",1.90,0.107502546,151328.229,6493.331,522651.22,33793.63,2370.862,494802.438,257486.229,13658.996,2512.406,2901.652,7855.692,149399.692
"Dec 5, 2022","1,767.40",-28.50,-1.586948048,151165.722,6486.358,522089.96,33757.34,2368.316,494271.084,257209.722,13644.328,2509.708,2898.536,7847.256,149239.256
"Dec 2, 2022","1,795.90",-5.20,-0.288712454,153603.327,6590.953,530508.86,34301.69,2406.506,502241.394,261357.327,13864.348,2550.178,2945.276,7973.796,151645.796
"Dec 1, 2022","1,801.10",55.10,3.155784651,154048.083,6610.037,532044.94,34401.01,2413.474,503695.626,262114.083,13904.492,2557.562,2953.804,7996.884,152084.884
"Nov 30, 2022","1,746.00",-2.40,-0.13726836,149335.38,6407.82,515768.4,33348.6,2339.64,488286.36,254095.38,13479.12,2479.32,2863.44,7752.24,147432.24
"Nov 29, 2022","1,748.40",8.30,0.476984081,149540.652,6416.628,516477.36,33394.44,2342.856,488957.544,254444.652,13497.648,2482.728,2867.376,7762.896,147634.896
"Nov 28, 2022","1,740.10",-13.20,-0.752866024,148830.753,6386.167,514025.54,33235.91,2331.734,486636.366,253236.753,13433.572,2470.942,2853.764,7726.044,146934.044
"Nov 25, 2022","1,753.30",8.40,0.481402946,149959.749,6434.611,517924.82,33488.03,2349.422,490327.878,255157.749,13535.476,2489.686,2875.412,7784.652,148048.652
"Nov 23, 2022","1,744.90",6.60,0.379681298,149241.297,6403.783,515443.46,33327.59,2338.166,487978.734,253935.297,13470.628,2477.758,2861.636,7747.356,147339.356
"Nov 22, 2022","1,738.30",0.90,0.051801543,148676.799,6379.561,513493.82,33201.53,2329.322,486132.978,252974.799,13419.676,2468.386,2850.812,7718.052,146782.052
"Nov 21, 2022","1,737.40",-14.50,-0.827672812,148599.822,6376.258,513227.96,33184.34,2328.116,485881.284,252843.822,13412.728,2467.108,2849.336,7714.056,146706.056
"Nov 18, 2022","1,751.90",-8.90,-0.505452067,149840.007,6429.473,517511.26,33461.29,2347.546,489936.354,254954.007,13524.668,2487.698,2873.116,7778.436,147930.436
