Date,Closing price   XAU/USD (Troy Ounce=31.1035 grams),Change Price,Change %,Indian Rs (85.53),UAE Dirham AED ( 3.67), Sri Lankan Rupee LKR (295.40),South African Rand R(19.10),Singapore Dollar sD  (1.34),Pakistani Rupee R(279.66),Japanese Yen (145.53),Chinese Yuan (7.72), Canadian Dollar (1.42), Australian Dollar AUD(1.64),Malaysian Ringgit RM (4.44),Russion ruble R(84.44)
"Jan 30, 2025","2,823.00",53.90,1.946480806,241451.19,10360.41,833914.2,53919.3,3782.82,789480.18,410831.19,21793.56,4008.66,4629.72,12534.12,238374.12
"Jan 29, 2025","2,769.10",2.30,0.083128524,236841.123,10162.597,817992.14,52889.81,3710.594,774406.506,402987.123,21377.452,3932.122,4541.324,12294.804,233822.804
"Jan 28, 2025","2,766.80",29.30,1.070319635,236644.404,10154.156,817312.72,52845.88,3707.512,773763.288,402652.404,21359.696,3928.856,4537.552,12284.592,233628.592
"Jan 27, 2025","2,737.50",-39.80,-1.433046484,234138.375,10046.625,808657.5,52286.25,3668.25,765569.25,398388.375,21133.5,3887.25,4489.5,12154.5,231154.5
"Jan 24, 2025","2,777.30",14.20,0.51391553,237542.469,10192.691,820414.42,53046.43,3721.582,776699.718,404180.469,21440.756,3943.766,4554.772,12331.212,234515.212
"Jan 23, 2025","2,763.10",-4.50,-0.162595751,236327.943,10140.577,816219.74,52775.21,3702.554,772728.546,402113.943,21331.132,3923.602,4531.484,12268.164,233316.164
"Jan 22, 2025","2,767.60",12.60,0.457350272,236712.828,10157.092,817549.04,52861.16,3708.584,773987.016,402768.828,21365.872,3929.992,4538.864,12288.144,233696.144
"Jan 21, 2025","2,755.00",10.70,0.389899064,235635.15,10110.85,813827,52620.5,3691.7,770463.3,400935.15,21268.6,3912.1,4518.2,12232.2,232632.2
"Jan 17, 2025","2,744.30",-2.10,-0.076463734,234719.979,10071.581,810666.22,52416.13,3677.362,767470.938,399377.979,21185.996,3896.906,4500.652,12184.692,231728.692
"Jan 16, 2025","2,746.40",33.90,1.249769585,234899.592,10079.288,811286.56,52456.24,3680.176,768058.224,399683.592,21202.208,3899.888,4504.096,12194.016,231906.016
"Jan 15, 2025","2,712.50",35.00,1.307189542,232000.125,9954.875,801272.5,51808.75,3634.75,758577.75,394750.125,20940.5,3851.75,4448.5,12043.5,229043.5
"Jan 14, 2025","2,677.50",4.00,0.149616607,229006.575,9826.425,790933.5,51140.25,3587.85,748789.65,389656.575,20670.3,3802.05,4391.1,11888.1,226088.1
"Jan 13, 2025","2,673.50",-35.00,-1.292228171,228664.455,9811.745,789751.9,51063.85,3582.49,747671.01,389074.455,20639.42,3796.37,4384.54,11870.34,225750.34
"Jan 10, 2025","2,708.50",24.70,0.920336836,231658.005,9940.195,800090.9,51732.35,3629.39,757459.11,394168.005,20909.62,3846.07,4441.94,12025.74,228705.74
"Jan 9, 2025","2,683.80",19.30,0.724338525,229545.414,9849.546,792794.52,51260.58,3596.292,750551.508,390573.414,20718.936,3810.996,4401.432,11916.072,226620.072
"Jan 8, 2025","2,664.50",7.80,0.29359732,227894.685,9778.715,787093.3,50891.95,3570.43,745154.07,387764.685,20569.94,3783.59,4369.78,11830.38,224990.38
"Jan 7, 2025","2,656.70",18.30,0.693602183,227227.551,9750.089,784789.18,50742.97,3559.978,742972.722,386629.551,20509.724,3772.514,4356.988,11795.748,224331.748
"Jan 6, 2025","2,638.40",-6.60,-0.24952741,225662.352,9682.928,779383.36,50393.44,3535.456,737854.944,383966.352,20368.448,3746.528,4326.976,11714.496,222786.496
"Jan 3, 2025","2,645.00",-13.90,-0.522772575,226226.85,9707.15,781333,50519.5,3544.3,739700.7,384926.85,20419.4,3755.9,4337.8,11743.8,223343.8
"Jan 2, 2025","2,658.90",29.70,1.129621178,227415.717,9758.163,785439.06,50784.99,3562.926,743587.974,386949.717,20526.708,3775.638,4360.596,11805.516,224517.516
"Dec 31, 2024","2,629.20",23.10,0.88638195,224875.476,9649.164,776665.68,50217.72,3523.128,735282.072,382627.476,20297.424,3733.464,4311.888,11673.648,222009.648
"Dec 30, 2024","2,606.10",-11.10,-0.424117377,222899.733,9564.387,769841.94,49776.51,3492.174,728821.926,379265.733,20119.092,3700.662,4274.004,11571.084,220059.084
"Dec 27, 2024","2,617.20",-21.60,-0.818553888,223849.116,9605.124,773120.88,49988.52,3507.048,731926.152,380881.116,20204.784,3716.424,4292.208,11620.368,220996.368
"Dec 26, 2024","2,638.80",18.80,0.717557252,225696.564,9684.396,779501.52,50401.08,3535.992,737966.808,384024.564,20371.536,3747.096,4327.632,11716.272,222820.272
"Dec 24, 2024","2,620.00",7.70,0.294759407,224088.6,9615.4,773948,50042,3510.8,732709.2,381288.6,20226.4,3720.4,4296.8,11632.8,221232.8
"Dec 23, 2024","2,612.30",-16.40,-0.623882527,223430.019,9587.141,771673.42,49894.93,3500.482,730555.818,380168.019,20166.956,3709.466,4284.172,11598.612,220582.612
"Dec 20, 2024","2,628.70",36.50,1.408070365,224832.711,9647.329,776517.98,50208.17,3522.458,735142.242,382554.711,20293.564,3732.754,4311.068,11671.428,221967.428
"Dec 19, 2024","2,592.20",-44.30,-1.680257918,221710.866,9513.374,765735.88,49511.02,3473.548,724934.652,377242.866,20011.784,3680.924,4251.208,11509.368,218885.368
"Dec 18, 2024","2,636.50",-7.90,-0.298744517,225499.845,9675.955,778822.1,50357.15,3532.91,737323.59,383689.845,20353.78,3743.83,4323.86,11706.06,222626.06
"Dec 17, 2024","2,644.40",-7.00,-0.264011466,226175.532,9704.948,781155.76,50508.04,3543.496,739532.904,384839.532,20414.768,3755.048,4336.816,11741.136,223293.136
"Dec 16, 2024","2,651.40",-4.60,-0.173192771,226774.242,9730.638,783223.56,50641.74,3552.876,741490.524,385858.242,20468.808,3764.988,4348.296,11772.216,223884.216
"Dec 13, 2024","2,656.00",-31.50,-1.172093023,227167.68,9747.52,784582.4,50729.6,3559.04,742776.96,386527.68,20504.32,3771.52,4355.84,11792.64,224272.64
"Dec 12, 2024","2,687.50",-46.30,-1.693613286,229861.875,9863.125,793887.5,51331.25,3601.25,751586.25,391111.875,20747.5,3816.25,4407.5,11932.5,226932.5
"Dec 11, 2024","2,733.80",36.20,1.341933571,233821.914,10033.046,807564.52,52215.58,3663.292,764534.508,397849.914,21104.936,3881.996,4483.432,12138.072,230842.072
"Dec 10, 2024","2,697.60",32.70,1.227062929,230725.728,9900.192,796871.04,51524.16,3614.784,754410.816,392581.728,20825.472,3830.592,4424.064,11977.344,227785.344
"Dec 9, 2024","2,664.90",26.30,0.996740696,227928.897,9780.183,787211.46,50899.59,3570.966,745265.934,387822.897,20573.028,3784.158,4370.436,11832.156,225024.156
"Dec 6, 2024","2,638.60",12.00,0.456864387,225679.458,9683.662,779442.44,50397.26,3535.724,737910.876,383995.458,20369.992,3746.812,4327.304,11715.384,222803.384
"Dec 5, 2024","2,626.60",-27.20,-1.024945361,224653.098,9639.622,775897.64,50168.06,3519.644,734554.956,382249.098,20277.352,3729.772,4307.624,11662.104,221790.104
"Dec 4, 2024","2,653.80",9.10,0.344084395,226979.514,9739.446,783932.52,50687.58,3556.092,742161.708,386207.514,20487.336,3768.396,4352.232,11782.872,224086.872
"Dec 3, 2024","2,644.70",9.80,0.371930624,226201.191,9706.049,781244.38,50513.77,3543.898,739616.802,384883.191,20417.084,3755.474,4337.308,11742.468,223318.468
"Dec 2, 2024","2,634.90",-22.10,-0.831765149,225362.997,9670.083,778349.46,50326.59,3530.766,736876.134,383456.997,20341.428,3741.558,4321.236,11698.956,222490.956
